Startup Name,Founded Year,Country,Industry,Funding Stage,Total Funding 
Startup_1654,2015,USA,Gaming,Series B,226.0
Startup_1655,2002,Australia,Energy,Seed,31.0
Startup_1656,2003,Brazil,E-commerce,Series B,354.0
Startup_1657,2016,Canada,Tech,IPO,437.0
Startup_1658,2006,China,Healthcare,Series B,268.0
Startup_1659,2010,Canada,Logistics,IPO,170.0
Startup_1660,2013,UK,FoodTech,Seed,413.0
Startup_1661,2019,Japan,EdTech,Series B,346.0
Startup_1662,2021,UK,Healthcare,Series B,222.0
Startup_1663,2006,Japan,Gaming,IPO,175.0
Startup_1664,2013,France,EdTech,Seed,322.0
Startup_1665,2007,China,FinTech,Series C,85.0
Startup_1666,2014,France,Gaming,Series C,283.0
Startup_1667,2015,Brazil,Logistics,Series A,414.0
Startup_1668,2010,India,E-commerce,Series A,402.0
Startup_1669,2002,China,Logistics,Series A,80.0
Startup_1670,2022,Japan,Tech,Series A,463.0
Startup_1671,2016,Brazil,Gaming,Seed,169.0
Startup_1672,2014,USA,FoodTech,Series B,484.0
Startup_1673,2005,USA,Gaming,Series C,362.0
Startup_1674,2017,Japan,AI,Series B,89.0
Startup_1675,2003,China,Tech,Series B,133.0
Startup_1676,2007,Australia,Logistics,IPO,185.0
Startup_1677,2021,India,E-commerce,Seed,264.0
Startup_1678,2019,Germany,EdTech,Series B,429.0
Startup_1679,2009,Brazil,Energy,Series B,252.0
Startup_1680,2022,France,FoodTech,Series C,192.0
Startup_1681,2003,India,Gaming,Seed,324.0
Startup_1682,2022,China,EdTech,Series A,411.0
Startup_1683,2004,India,EdTech,IPO,282.0
Startup_1684,2016,India,Healthcare,Series C,362.0
Startup_1685,2017,India,AI,IPO,259.0
Startup_1686,2010,Japan,Energy,Seed,421.0
Startup_1687,2019,India,Tech,Series C,481.0
Startup_1688,2013,France,Energy,IPO,447.0
Startup_1689,2013,India,Gaming,Series C,209.0
Startup_1690,2005,USA,FoodTech,Series C,54.0
Startup_1691,2000,USA,Energy,Seed,153.0
Startup_1692,2000,India,AI,Series B,253.0
Startup_1693,2006,USA,E-commerce,Seed,322.0
Startup_1694,2014,USA,E-commerce,IPO,348.0
Startup_1695,2004,India,Gaming,Series B,151.0
Startup_1696,2001,Brazil,Logistics,Series B,100.0
Startup_1697,2006,Brazil,EdTech,Series A,391.0
Startup_1698,2012,USA,Healthcare,Series A,499.0
Startup_1699,2000,UK,AI,Series B,200.0
Startup_1700,2012,UK,Tech,Series C,181.0
Startup_1701,2000,USA,Healthcare,IPO,484.0
Startup_1702,2021,France,Energy,IPO,278.0
Startup_1703,2005,Canada,Gaming,Series B,202.0
Startup_1704,2011,Germany,Tech,Series B,485.0
Startup_1705,2002,China,Logistics,IPO,441.0
Startup_1706,2004,India,Tech,Series C,332.0
Startup_1707,2004,UK,FinTech,Series B,245.0
Startup_1708,2021,Brazil,AI,Series A,311.0
Startup_1709,2013,Germany,FoodTech,IPO,271.0
Startup_1710,2003,Brazil,EdTech,Series B,451.0
Startup_1711,2003,UK,FinTech,IPO,165.0
Startup_1712,2014,Canada,Healthcare,Series B,9.0
Startup_1713,2001,USA,Tech,Series A,138.0
Startup_1714,2017,China,E-commerce,Series C,379.0
Startup_1715,2019,UK,Energy,Series B,472.0
Startup_1716,2012,Australia,Energy,Series A,218.0
Startup_1717,2004,USA,Logistics,IPO,271.0
Startup_1718,2012,Japan,Gaming,Series A,187.0
Startup_1719,2001,Japan,EdTech,Series B,22.0
Startup_1720,2003,UK,Tech,Series B,214.0
Startup_1721,2010,China,Tech,Series A,15.0
Startup_1722,2014,France,EdTech,Seed,466.0
Startup_1723,2000,USA,Gaming,Series C,476.0
Startup_1724,2011,France,Tech,Series A,43.0
Startup_1725,2000,China,Energy,Series C,20.0
Startup_1726,2007,Brazil,FinTech,Series B,228.0
Startup_1727,2003,Japan,FoodTech,Seed,96.0
Startup_1728,2009,France,AI,Series C,25.0
Startup_1729,2014,Australia,EdTech,Seed,316.0
Startup_1730,2001,France,Gaming,Series B,424.0
Startup_1731,2010,India,E-commerce,Series B,166.0
Startup_1732,2009,Brazil,FoodTech,Series B,348.0
Startup_1733,2019,Brazil,Gaming,IPO,177.0
Startup_1734,2018,India,AI,Series C,446.0
Startup_1735,2006,Japan,AI,Series B,212.0
Startup_1736,2011,India,Healthcare,IPO,181.0
Startup_1737,2021,France,E-commerce,IPO,271.0
Startup_1738,2020,Germany,E-commerce,Seed,349.0
Startup_1739,2001,Canada,Healthcare,Series B,164.0
Startup_1740,2012,USA,FoodTech,Seed,387.0
Startup_1741,2003,Brazil,Logistics,Series B,119.0
Startup_1742,2013,India,Energy,IPO,419.0
Startup_1743,2017,Australia,E-commerce,Series A,443.0
Startup_1744,2015,Brazil,Healthcare,Series C,400.0
Startup_1745,2022,Canada,AI,IPO,120.0
Startup_1746,2012,Australia,FoodTech,IPO,354.0
Startup_1747,2016,Australia,Healthcare,Seed,67.0
Startup_1748,2010,Brazil,E-commerce,Series A,189.0
Startup_1749,2011,USA,EdTech,Series B,457.0
Startup_1750,2019,UK,Logistics,Series B,492.0
Startup_1751,2005,UK,FinTech,Series A,288.0
Startup_1752,2016,China,Energy,Series A,321.0
Startup_1753,2020,France,FinTech,Series C,261.0
Startup_1754,2019,USA,FinTech,Series A,322.0
Startup_1755,2002,China,Energy,Series B,475.0
Startup_1756,2013,USA,AI,Series B,345.0
Startup_1757,2002,UK,Tech,IPO,88.0
Startup_1758,2002,UK,FinTech,IPO,120.0
Startup_1759,2013,China,Logistics,Seed,414.0
Startup_1760,2012,USA,EdTech,Series B,187.0
Startup_1761,2015,Australia,EdTech,Seed,182.0
Startup_1762,2019,UK,FinTech,Series B,162.0
Startup_1763,2020,Canada,Logistics,Series C,377.0
Startup_1764,2005,China,FinTech,IPO,389.0
Startup_1765,2002,Canada,Energy,IPO,396.0
Startup_1766,2020,Germany,E-commerce,Seed,460.0
Startup_1767,2012,UK,Tech,IPO,77.0
Startup_1768,2004,Japan,Logistics,Seed,127.0
Startup_1769,2011,France,AI,IPO,8.0
Startup_1770,2021,France,EdTech,Series A,315.0
Startup_1771,2013,Canada,AI,IPO,204.0
Startup_1772,2011,Canada,AI,IPO,310.0
Startup_1773,2008,Australia,Healthcare,Series B,452.0
Startup_1774,2008,Brazil,FinTech,Seed,133.0
Startup_1775,2018,Canada,AI,IPO,461.0
Startup_1776,2007,Japan,FinTech,Series B,106.0
Startup_1777,2010,France,Logistics,IPO,488.0
Startup_1778,2005,Brazil,Healthcare,Series B,60.0
Startup_1779,2002,Japan,Logistics,IPO,401.0
Startup_1780,2005,Canada,FoodTech,IPO,313.0
Startup_1781,2000,Brazil,AI,Series B,350.0
Startup_1782,2018,China,Logistics,Series A,303.0
Startup_1783,2020,France,AI,Series C,144.0
Startup_1784,2005,Australia,FinTech,Series A,102.0
Startup_1785,2015,India,FoodTech,Series B,96.0
Startup_1786,2000,Germany,EdTech,Series C,21.0
Startup_1787,2019,Germany,FoodTech,Series C,400.0
Startup_1788,2012,France,E-commerce,IPO,18.0
Startup_1789,2003,UK,Tech,Seed,403.0
Startup_1790,2004,UK,Tech,Series C,422.0
Startup_1791,2002,Japan,FinTech,IPO,24.0
Startup_1792,2004,Japan,E-commerce,Series B,204.0
Startup_1793,2011,Germany,Gaming,Series A,408.0
Startup_1794,2000,USA,Gaming,Series B,408.0
Startup_1795,2010,Canada,Gaming,IPO,157.0
Startup_1796,2009,China,FinTech,Series A,460.0
Startup_1797,2004,Japan,E-commerce,Series A,157.0
Startup_1798,2009,Germany,EdTech,Series B,206.0
Startup_1799,2011,Australia,FinTech,IPO,447.0
Startup_1800,2013,Canada,E-commerce,Series C,413.0
Startup_1801,2021,Brazil,EdTech,Series B,253.0
Startup_1802,2006,France,E-commerce,Series B,424.0
Startup_1803,2004,USA,FoodTech,Series A,147.0
Startup_1804,2016,France,Gaming,Seed,195.0
Startup_1805,2013,China,AI,Seed,223.0
Startup_1806,2020,Brazil,FinTech,IPO,356.0
Startup_1807,2003,India,Tech,Series C,77.0
Startup_1808,2002,Japan,Healthcare,Series C,359.0
Startup_1809,2008,Australia,FinTech,IPO,219.0
Startup_1810,2010,Japan,FoodTech,Series C,148.0
Startup_1811,2009,Brazil,Logistics,Series C,204.0
Startup_1812,2006,UK,Healthcare,Series C,276.0
Startup_1813,2012,Brazil,E-commerce,Series B,83.0
Startup_1814,2003,Japan,E-commerce,Series C,270.0
Startup_1815,2014,UK,Tech,Series B,27.0
Startup_1816,2015,Australia,AI,IPO,330.0
Startup_1817,2004,India,Tech,IPO,311.0
Startup_1818,2007,Japan,E-commerce,Series A,118.0
Startup_1819,2009,France,Energy,Series C,79.0
Startup_1820,2016,Brazil,FoodTech,Series C,174.0
Startup_1821,2004,Brazil,Energy,Series B,404.0
Startup_1822,2004,UK,FinTech,Series B,467.0
Startup_1823,2003,USA,Healthcare,Series A,164.0
Startup_1824,2001,Germany,EdTech,Series B,37.0
Startup_1825,2010,USA,Gaming,Series A,485.0
Startup_1826,2017,Japan,Gaming,Seed,470.0
Startup_1827,2004,Japan,Energy,Series C,261.0
Startup_1828,2000,Germany,Logistics,Series A,63.0
Startup_1829,2009,Brazil,Gaming,Series A,253.0
Startup_1830,2006,China,EdTech,Series C,84.0
Startup_1831,2006,India,FoodTech,Series B,394.0
Startup_1832,2008,Germany,EdTech,Series C,436.0
Startup_1833,2017,USA,FoodTech,Series A,200.0
Startup_1834,2020,France,EdTech,Seed,487.0
Startup_1835,2008,USA,E-commerce,Series A,267.0
Startup_1836,2016,China,Healthcare,Series B,324.0
Startup_1837,2007,China,Tech,Seed,242.0
Startup_1838,2001,China,EdTech,Series B,297.0
Startup_1839,2020,Japan,EdTech,IPO,139.0
Startup_1840,2001,UK,AI,Series A,193.0
Startup_1841,2002,USA,EdTech,Series B,13.0
Startup_1842,2017,USA,Logistics,IPO,162.0
Startup_1843,2012,Japan,EdTech,IPO,412.0
Startup_1844,2005,USA,Tech,IPO,10.0
Startup_1845,2014,Japan,FinTech,Seed,98.0
Startup_1846,2014,USA,Tech,Series C,178.0
Startup_1847,2020,USA,Tech,IPO,463.0
Startup_1848,2022,India,Logistics,Seed,342.0
Startup_1849,2010,USA,Logistics,Series C,44.0
Startup_1850,2004,Canada,Logistics,IPO,364.0
Startup_1851,2008,Canada,AI,Seed,475.0
Startup_1852,2000,India,FinTech,IPO,121.0
Startup_1853,2006,Canada,Tech,Seed,1.0
Startup_1854,2004,Germany,Gaming,Series B,147.0
Startup_1855,2001,Germany,E-commerce,Seed,308.0
Startup_1856,2011,Canada,E-commerce,Series C,95.0
Startup_1857,2016,France,Healthcare,Series C,352.0
Startup_1858,2002,Canada,E-commerce,Series B,209.0
Startup_1859,2010,UK,E-commerce,Series B,290.0
Startup_1860,2013,Germany,Healthcare,IPO,12.0
Startup_1861,2001,Germany,Tech,Seed,450.0
Startup_1862,2018,Germany,FinTech,Seed,100.0
Startup_1863,2012,Canada,E-commerce,Series C,338.0
Startup_1864,2020,Canada,FoodTech,Series B,403.0
Startup_1865,2006,Canada,Energy,IPO,439.0
Startup_1866,2021,India,AI,Series A,239.0
Startup_1867,2000,India,Energy,Seed,77.0
Startup_1868,2004,Brazil,Energy,Series A,58.0
Startup_1869,2009,Australia,Gaming,IPO,47.0
Startup_1870,2006,Germany,Healthcare,Seed,31.0
Startup_1871,2021,China,Logistics,IPO,413.0
Startup_1872,2005,China,FoodTech,Series B,203.0
Startup_1873,2015,China,AI,Series C,370.0
Startup_1874,2003,India,Tech,Series B,367.0
Startup_1875,2009,USA,E-commerce,IPO,301.0
Startup_1876,2022,China,Tech,Seed,455.0
Startup_1877,2014,France,FinTech,IPO,358.0
Startup_1878,2010,Japan,E-commerce,Seed,455.0
Startup_1879,2017,India,E-commerce,Series A,187.0
Startup_1880,2017,USA,Gaming,IPO,149.0
Startup_1881,2013,Germany,FinTech,Seed,470.0
Startup_1882,2017,Australia,Healthcare,Series B,413.0
Startup_1883,2009,Japan,Gaming,Series A,34.0
Startup_1884,2017,Germany,EdTech,Seed,150.0
Startup_1885,2003,UK,E-commerce,Series C,386.0
Startup_1886,2016,UK,AI,Series C,350.0
Startup_1887,2006,USA,E-commerce,Seed,56.0
Startup_1888,2004,UK,FinTech,Seed,347.0
Startup_1889,2011,France,E-commerce,IPO,475.0
Startup_1890,2021,China,EdTech,IPO,124.0
Startup_1891,2008,UK,Healthcare,Series B,160.0
Startup_1892,2010,UK,Energy,Series B,347.0
Startup_1893,2004,Germany,FoodTech,IPO,194.0
Startup_1894,2018,Australia,Energy,Series B,287.0
Startup_1895,2015,Brazil,Tech,Series A,409.0
Startup_1896,2003,India,Logistics,Series C,237.0
Startup_1897,2007,Japan,AI,Seed,387.0
Startup_1898,2006,Canada,E-commerce,Series A,19.0
Startup_1899,2020,Australia,Healthcare,Seed,19.0
Startup_1900,2014,Japan,FinTech,Series B,32.0
Startup_1901,2020,France,Gaming,Series C,221.0
Startup_1902,2019,Australia,Tech,Series A,103.0
Startup_1903,2018,Canada,Energy,Seed,156.0
Startup_1904,2012,Brazil,Energy,Seed,338.0
Startup_1905,2011,Brazil,Tech,Series B,446.0
Startup_1906,2012,Japan,EdTech,Series A,143.0
Startup_1907,2019,India,Gaming,Series B,377.0
Startup_1908,2021,Germany,E-commerce,Series C,458.0
Startup_1909,2009,USA,E-commerce,Series A,48.0
Startup_1910,2004,UK,Logistics,Series A,240.0
Startup_1911,2015,Japan,AI,IPO,79.0
Startup_1912,2007,USA,Healthcare,IPO,126.0
Startup_1913,2018,China,Logistics,IPO,167.0
Startup_1914,2020,Germany,E-commerce,Series B,492.0
Startup_1915,2019,China,Gaming,Series B,243.0
Startup_1916,2021,Canada,Healthcare,Series B,242.0
Startup_1917,2022,Germany,FoodTech,Series A,469.0
Startup_1918,2012,Germany,Logistics,IPO,355.0
Startup_1919,2022,Australia,FoodTech,IPO,353.0
Startup_1920,2011,Canada,Logistics,Series A,61.0
Startup_1921,2015,China,EdTech,Seed,467.0
Startup_1922,2022,UK,Logistics,Seed,74.0
Startup_1923,2020,Canada,Healthcare,IPO,282.0
Startup_1924,2000,USA,Logistics,Series B,489.0
Startup_1925,2004,UK,Gaming,Series C,190.0
Startup_1926,2019,Germany,Healthcare,Seed,398.0
Startup_1927,2020,Japan,FoodTech,Series A,381.0
Startup_1928,2012,Australia,FinTech,Series C,282.0
Startup_1929,2021,India,FinTech,IPO,243.0
Startup_1930,2013,Canada,Tech,Seed,84.0
Startup_1931,2012,Germany,Tech,Series B,309.0
Startup_1932,2001,Germany,EdTech,Series B,107.0
Startup_1933,2008,India,EdTech,Seed,190.0
Startup_1934,2010,China,FinTech,Series B,155.0
Startup_1935,2016,UK,Energy,Series B,443.0
Startup_1936,2007,Canada,AI,Series B,381.0
Startup_1937,2014,Canada,E-commerce,IPO,113.0
Startup_1938,2003,Australia,Energy,Series A,174.0
Startup_1939,2019,Germany,EdTech,Series B,111.0
Startup_1940,2019,UK,Tech,Series C,424.0
Startup_1941,2018,Canada,Healthcare,Series B,377.0
Startup_1942,2006,UK,Tech,Seed,462.0
Startup_1943,2012,Germany,AI,Series C,499.0
Startup_1944,2007,Australia,AI,IPO,336.0
Startup_1945,2006,Japan,E-commerce,IPO,382.0
Startup_1946,2019,India,Healthcare,Series C,314.0
Startup_1947,2009,Japan,FoodTech,Series A,202.0
Startup_1948,2015,France,FoodTech,Series A,335.0
Startup_1949,2011,India,Tech,Seed,75.0
Startup_1950,2003,Japan,E-commerce,Seed,35.0
Startup_1951,2002,China,Healthcare,Series B,392.0
Startup_1952,2014,Germany,Tech,Series B,402.0
Startup_1953,2004,India,EdTech,Series C,425.0
Startup_1954,2009,China,AI,Series B,421.0
Startup_1955,2011,Canada,EdTech,IPO,13.0
Startup_1956,2012,Australia,Tech,Seed,115.0
Startup_1957,2011,Brazil,EdTech,Seed,486.0
Startup_1958,2021,France,EdTech,Series B,445.0
Startup_1959,2012,Germany,Logistics,Series C,276.0
Startup_1960,2008,Japan,E-commerce,Seed,65.0
Startup_1961,2013,UK,Tech,Series B,220.0
Startup_1962,2011,Canada,E-commerce,Series A,297.0
Startup_1963,2000,Canada,EdTech,Series B,250.0
Startup_1964,2001,UK,E-commerce,Series B,24.0
Startup_1965,2012,Japan,AI,Series C,258.0
Startup_1966,2002,UK,Energy,Seed,344.0
Startup_1967,2009,India,FoodTech,IPO,393.0
Startup_1968,2016,Canada,FoodTech,IPO,254.0
Startup_1969,2018,Australia,Healthcare,Series B,348.0
Startup_1970,2000,Japan,AI,Series A,414.0
Startup_1971,2007,China,EdTech,Series C,364.0
Startup_1972,2020,France,AI,IPO,211.0
Startup_1973,2014,Canada,Gaming,Series A,404.0
Startup_1974,2008,Japan,AI,Series C,389.0
Startup_1975,2016,China,EdTech,IPO,78.0
Startup_1976,2004,Canada,Logistics,Seed,299.0
Startup_1977,2011,USA,AI,IPO,340.0
Startup_1978,2009,France,Healthcare,Series B,113.0
Startup_1979,2013,China,FinTech,Series A,333.0
Startup_1980,2014,UK,Gaming,IPO,114.0
Startup_1981,2002,UK,Logistics,IPO,71.0
Startup_1982,2018,Australia,Tech,Series A,384.0
Startup_1983,2000,UK,AI,Series B,111.0
Startup_1984,2001,UK,FinTech,Series B,367.0
Startup_1985,2016,Germany,Logistics,IPO,285.0
Startup_1986,2007,UK,EdTech,Seed,219.0
Startup_1987,2013,Germany,FoodTech,Seed,93.0
Startup_1988,2002,Germany,Gaming,Series B,163.0
Startup_1989,2004,Australia,Tech,Series B,15.0
Startup_1990,2022,India,AI,Series A,339.0
Startup_1991,2016,USA,AI,IPO,92.0
Startup_1992,2008,India,FoodTech,Series A,288.0
Startup_1993,2013,India,EdTech,Series A,225.0
Startup_1994,2017,India,Energy,Series C,265.0
Startup_1995,2001,Canada,Healthcare,Series B,406.0
Startup_1996,2013,Japan,Gaming,Series A,59.0
Startup_1997,2017,Australia,E-commerce,Series A,333.0
Startup_1998,2011,France,FoodTech,Series C,12.0
Startup_1999,2016,Canada,Logistics,IPO,497.0
Startup_2000,2022,Australia,E-commerce,Series B,297.0
Startup_2001,2012,USA,Energy,Series C,17.0
Startup_2002,2016,Germany,FoodTech,Seed,338.0
Startup_2003,2002,India,Tech,Series C,37.0
Startup_2004,2011,Brazil,Tech,Seed,347.0
Startup_2005,2006,USA,FinTech,Seed,444.0
Startup_2006,2012,Germany,Logistics,Seed,143.0
Startup_2007,2003,France,Gaming,IPO,181.0
Startup_2008,2019,Canada,Logistics,Seed,398.0
Startup_2009,2017,France,E-commerce,Series C,182.0
Startup_2010,2005,USA,Tech,Seed,34.0
Startup_2011,2012,Australia,FinTech,Series C,330.0
Startup_2012,2019,UK,EdTech,Series B,353.0
Startup_2013,2016,India,AI,Series A,428.0
Startup_2014,2011,China,Logistics,IPO,169.0
Startup_2015,2018,USA,Logistics,Seed,293.0
Startup_2016,2016,China,EdTech,Series A,125.0
Startup_2017,2019,Brazil,Tech,IPO,375.0
Startup_2018,2000,China,Logistics,Seed,228.0
Startup_2019,2010,Germany,Gaming,Seed,309.0
Startup_2020,2000,China,AI,Series A,204.0
Startup_2021,2018,UK,EdTech,Series C,322.0
Startup_2022,2009,UK,Energy,IPO,183.0
Startup_2023,2016,Brazil,E-commerce,Seed,98.0
Startup_2024,2000,Japan,Healthcare,Series C,271.0
Startup_2025,2006,Japan,Tech,Series B,455.0
Startup_2026,2011,Germany,Healthcare,IPO,304.0
Startup_2027,2018,USA,Gaming,IPO,9.0
Startup_2028,2015,Canada,Gaming,Series C,345.0
Startup_2029,2015,Germany,EdTech,Seed,132.0
Startup_2030,2021,Brazil,EdTech,Series C,454.0
Startup_2031,2006,Brazil,Tech,Series C,133.0
Startup_2032,2016,France,Tech,Series C,119.0
Startup_2033,2000,Canada,EdTech,Series B,435.0
Startup_2034,2005,UK,Healthcare,IPO,260.0
Startup_2035,2019,USA,FinTech,Series A,10.0
Startup_2036,2006,USA,FoodTech,IPO,422.0
Startup_2037,2021,France,Logistics,IPO,176.0
Startup_2038,2022,China,AI,Series A,19.0
Startup_2039,2008,USA,EdTech,Series B,349.0
Startup_2040,2019,Brazil,FoodTech,Seed,329.0
Startup_2041,2020,USA,Tech,Series C,42.0
Startup_2042,2001,China,Logistics,IPO,80.0
Startup_2043,2008,India,AI,Series A,409.0
Startup_2044,2014,UK,Logistics,IPO,354.0
Startup_2045,2010,China,Energy,Seed,278.0
Startup_2046,2020,Japan,Logistics,Seed,484.0
Startup_2047,2011,France,AI,IPO,210.0
Startup_2048,2013,India,Energy,Seed,154.0
Startup_2049,2000,Japan,Healthcare,Series B,39.0
Startup_2050,2016,Germany,EdTech,Seed,92.0
Startup_2051,2006,Japan,FinTech,Series B,324.0
Startup_2052,2011,France,Logistics,Seed,165.0
Startup_2053,2022,Japan,EdTech,Seed,259.0
Startup_2054,2017,Brazil,Tech,Series C,494.0
Startup_2055,2003,UK,Logistics,Series C,312.0
Startup_2056,2012,Canada,FinTech,IPO,227.0
Startup_2057,2002,Germany,Energy,Seed,169.0
Startup_2058,2015,India,E-commerce,Series B,23.0
Startup_2059,2002,India,AI,Seed,312.0
Startup_2060,2019,Australia,Logistics,Series C,120.0
Startup_2061,2020,USA,Healthcare,Series A,444.0
Startup_2062,2001,India,AI,Seed,296.0
Startup_2063,2016,UK,E-commerce,Seed,442.0
Startup_2064,2022,Japan,Gaming,Series C,20.0
Startup_2065,2007,Brazil,Healthcare,IPO,355.0
Startup_2066,2012,Germany,FoodTech,Series B,218.0
Startup_2067,2020,Japan,Logistics,Series B,253.0
Startup_2068,2011,Australia,Healthcare,Seed,469.0
Startup_2069,2012,China,FoodTech,IPO,43.0
Startup_2070,2014,France,FoodTech,IPO,108.0
Startup_2071,2009,Brazil,FoodTech,Series C,114.0
Startup_2072,2010,Germany,Tech,Series A,288.0
Startup_2073,2000,USA,FinTech,Seed,123.0
Startup_2074,2019,France,Logistics,Series B,91.0
Startup_2075,2012,USA,Tech,Series C,62.0
Startup_2076,2020,India,AI,IPO,27.0
Startup_2077,2013,Canada,Logistics,Seed,75.0
Startup_2078,2008,India,Healthcare,Series C,386.0
Startup_2079,2011,USA,Healthcare,Series B,100.0
Startup_2080,2000,India,Tech,Series B,445.0
Startup_2081,2007,Australia,Energy,Series C,179.0
Startup_2082,2015,Canada,Gaming,Series C,44.0
Startup_2083,2002,France,EdTech,Series B,437.0
Startup_2084,2005,Germany,AI,Series C,407.0
Startup_2085,2019,France,FinTech,Seed,31.0
Startup_2086,2022,Germany,E-commerce,Series B,444.0
Startup_2087,2016,Australia,FinTech,Seed,124.0
Startup_2088,2022,Germany,Energy,Series C,310.0
Startup_2089,2017,USA,Energy,Series C,166.0
Startup_2090,2017,USA,Healthcare,IPO,380.0
Startup_2091,2009,India,EdTech,Series B,304.0
Startup_2092,2011,China,FoodTech,Series B,467.0
Startup_2093,2004,UK,EdTech,Series A,157.0
Startup_2094,2022,Australia,Healthcare,Seed,180.0
Startup_2095,2021,India,Healthcare,Series C,349.0
Startup_2096,2010,Australia,EdTech,Series C,387.0
Startup_2097,2001,Japan,EdTech,Series A,448.0
